School,Group,Description,URL,Code,Group_Code,summary
Naveen Jindal School of Management,Accounting,"ACCT 6392 ( HMGT 6393 ) Advanced Auditing (3 semester credit hours) This course provides an in-depth study of issues related to auditing including audits of financial statements, internal audits, internal controls, operations, reporting, and compliance, as well as the use of artificial intelligence to facilitate such audits. The course covers current and emerging issues such as enterprise risk management, regulatory compliance, advanced communication techniques, audit management, best practices, sourcing, quality assessment reviews, and the use of process automation technologies to facilitate the auditing process. Class discussion and engagement will be supplemented with case studies, class discussion, and engagement with audit practitioners supplementing class instruction. Prerequisite: ACCT 6334 or (an undergraduate degree in Accounting and adequate foundation/academic performance in a corresponding area) or ACCT 6380 or HMGT 6380 . (3-0) R",https://catalog.utdallas.edu/2025/graduate/courses/acct6392,ACCT 6392,ACCT,"{""course_code"": ""ACCT 6392"", ""course_title"": ""Advanced Auditing"", ""credit_hours"": ""3""}"
Naveen Jindal School of Management,Accounting,"ACCT 6393 Sustainability and the Role of Modern Corporations (3 semester credit hours) The course explores in depth corporate strategic designs around redefining shareholder value and aligning financial, human, social, and technology capital. We study corporate disclosure choices and the introduction of new accounting measurements in communicating a sustainability strategy. We further examine the interplay between the societal purpose of modern corporations and the purpose of capital in financing sustainable businesses. Prerequisite: ACCT 6301 or ACCT 6305 or ACCT 6330 or (an undergraduate degree in Accounting and adequate foundation/academic performance in a corresponding area). (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/acct6393,ACCT 6393,ACCT,"{""course_code"": ""ACCT 6393"", ""course_title"": ""Sustainability and the Role of Modern Corporations"", ""credit_hours"": ""3 semester credit hours""}"
Naveen Jindal School of Management,Accounting,ACCT 6394 Current Trends in Corporate Governance (3 semester credit hours) Executive Education Only. This course will introduce students to a rapidly growing area of interest around corporate environmental social and governance responsibilities. (3-0) Y,https://catalog.utdallas.edu/2025/graduate/courses/acct6394,ACCT 6394,ACCT,"{""course_code"": ""ACCT 6394"", ""course_title"": ""Current Trends in Corporate Governance"", ""credit_hours"": ""3""}"
Naveen Jindal School of Management,Accounting,ACCT 6V90 Individual Study in Accounting (1-3 semester credit hours) May be individualized study for students pursuing further study of a topic in accounting. Pass/Fail only. May be repeated for credit as topics vary (3 semester credit hours maximum). Additional prerequisites may be required depending on the specific course topic. Department consent required. ([1-3]-0) S,https://catalog.utdallas.edu/2025/graduate/courses/acct6v90,ACCT 6V90,ACCT,"{""course_code"": ""ACCT 6V90"", ""course_title"": ""Individual Study in Accounting"", ""credit_hours"": ""1-3""}"
Naveen Jindal School of Management,Accounting,"ACCT 6V98 Accounting Internship (1-3 semester credit hours) Student gains experience and improves skills through appropriate developmental work assignments in a real business environment. Student must identify and submit specific business learning objectives at the beginning of the semester. The student must demonstrate exposure to the managerial perspective via involvement or observation. At semester end, student prepares an oral or poster presentation, or a written paper reflecting on the work experience. Student performance is evaluated by the work supervisor. Pass/Fail only. May be repeated for credit as topics vary (3 semester credit hours maximum). JSOM Internship Coordinator consent required. Prerequisites: ( ACCT 6388 or MAS 6102 or MBA major) and department consent required. ([1-3]-0) S",https://catalog.utdallas.edu/2025/graduate/courses/acct6v98,ACCT 6V98,ACCT,"{""course_code"": ""ACCT 6V98"", ""course_title"": ""Accounting Internship"", ""credit_hours"": ""1-3""}"
Naveen Jindal School of Management,Accounting,ACCT 6V99 Special Topics in Accounting (1-6 semester credit hours) May be repeated for credit as topics vary (6 semester credit hours maximum). Additional prerequisites may be required depending on the specific course topic. Instructor consent required. ([1-6]-0) S,https://catalog.utdallas.edu/2025/graduate/courses/acct6v99,ACCT 6V99,ACCT,"{""course_code"": ""ACCT 6V99"", ""course_title"": ""Special Topics in Accounting"", ""credit_hours"": ""1-6""}"
Naveen Jindal School of Management,Accounting,ACCT 7210 PhD Workshop Series (2 semester credit hours) This workshop-based class aims to help Accounting PhD students who have completed the first year in the program hone their research skills and make progress toward writing a dissertation. Students are required to present their own research and serve as discussants and reviewers of other students' research. Instructor consent required. (2-0) Y,https://catalog.utdallas.edu/2025/graduate/courses/acct7210,ACCT 7210,ACCT,"{""course_code"": ""ACCT 7210"", ""course_title"": ""PhD Workshop Series"", ""credit_hours"": ""2""}"
Naveen Jindal School of Management,Accounting,"ACCT 7314 Research on Financial Reporting and Corporate Disclosures (3 semester credit hours) This course covers financial reporting research, including earnings properties (e.g., conservatism, persistence, and comparability), financial reporting choices by firms (e.g., accruals and real activities-based earnings management, non-GAAP reporting, and misstatements), and their determinants and economic consequences. The course also covers corporate disclosure research, including voluntary disclosure choices and the impact of disclosures on the capital market, the product market, corporate investments, and the capital market's feedback to management. May be repeated for credit as topics vary (9 semester credit hours maximum). Instructor consent required. (3-0) R",https://catalog.utdallas.edu/2025/graduate/courses/acct7314,ACCT 7314,ACCT,"{""course_code"": ""ACCT 7314"", ""course_title"": ""Research on Financial Reporting and Corporate Disclosures"", ""credit_hours"": ""3""}"
Naveen Jindal School of Management,Accounting,"ACCT 7323 Foundations of Accounting Research (3 semester credit hours) The first half of the course introduces analytical research in accounting. Topics include accounting information-based valuation models, principal-agent models of moral hazard and adverse selection, and real effects of accounting information. Empirical implications and insights will be emphasized. The second half of the course covers methodologically grounded empirical research design by means of both null hypothesis testing strategies and estimation-driven inference. It focuses on the importance of understanding and conveying the inherent uncertainty attached to such inference in stochastic settings through the critical assessment of existing accounting research efforts. It also addresses the interplay between such methodological understanding and the methods employed in empirical analyses. May be repeated for credit as topics vary (9 semester credit hours maximum). Instructor consent required. (3-0) T",https://catalog.utdallas.edu/2025/graduate/courses/acct7323,ACCT 7323,ACCT,"{""course_code"": ""ACCT 7323"", ""course_title"": ""Foundations of Accounting Research"", ""credit_hours"": ""3""}"
Naveen Jindal School of Management,Accounting,"ACCT 7324 Capital Markets Research in Accounting: Asset Pricing Topics and Information Intermediaries (3 semester credit hours) The first half of the course focuses on asset pricing in accounting research, including the relation between earnings and asset prices and the role information intermediaries play in capital markets. We begin the course by examining traditional studies in accounting on the association between firm earnings and firm value. We examine the fundamental relations as well as the different factors that influence this association. We proceed to examine more recent studies in capital markets focusing on aggregate earnings and the relation between earnings and systematic risk. The second half of the course focuses on important information intermediaries in the capital market, including analysts, data providers, news media, and social media. We examine how these intermediaries affect firm behavior and investor information set through monitoring, discovering, disseminating, or interpreting corporate information. We also survey recent papers examining the determinants and implications of corporate (internal and external) information environment. May be repeated for credit as topics vary (9 semester credit hours maximum). Instructor consent required. (3-0) T",https://catalog.utdallas.edu/2025/graduate/courses/acct7324,ACCT 7324,ACCT,"{""course_code"": ""ACCT 7324"", ""course_title"": ""Capital Markets Research in Accounting: Asset Pricing Topics and Information Intermediaries"", ""credit_hours"": ""3""}"
